Rank	Score	ORPHA_ID	Disease_Name	Matched_Phenotype	Causative_Gene
973	0.585406969271065	ORPHA:497764	spinocerebellar ataxia 43	HP:0000726	MME
973	0.585406969271065	ORPHA:140936	Lelis syndrome	HP:0001249	
973	0.585406969271065	ORPHA:3214	deaf blind hypopigmentation syndrome, Yemenite type	HP:0001276	
973	0.585406969271065	ORPHA:496689	kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome	HP:0001249	KY
973	0.585406969271065	ORPHA:1422	chondrodysplasia-pseudohermaphroditism syndrome	HP:0001249	HHAT
973	0.585406969271065	ORPHA:199302	isolated cleft lip	HP:0000708	NECTIN1,IRF6,MSX1,TP63
973	0.585406969271065	ORPHA:488437	six2-related frontonasal dysplasia	HP:0001263	SIX2
973	0.585406969271065	ORPHA:50812	Zellweger-like syndrome without peroxisomal anomalies	HP:0001263	
973	0.585406969271065	ORPHA:168549	axial spondylometaphyseal dysplasia	HP:0000613	
973	0.585406969271065	ORPHA:1532	Gomez-Lopez-Hernandez syndrome	HP:0001251	
973	0.585406969271065	ORPHA:1352	atrioventricular defect-blepharophimosis-radial and anal defect syndrome	HP:0001336	
973	0.585406969271065	ORPHA:610	Bethlem myopathy	HP:0000473	COL12A1,COL6A2,COL6A3,COL6A1
973	0.585406969271065	ORPHA:157973	congenital muscular dystrophy due to LMNA mutation	HP:0001263	LMNA
973	0.585406969271065	ORPHA:276422	10q22.3q23.3 microduplication syndrome	HP:0001249	
973	0.585406969271065	ORPHA:9	tetrasomy X	HP:0001263	
973	0.585406969271065	ORPHA:101006	hereditary spastic paraplegia 26	HP:0001249	B4GALNT1
973	0.585406969271065	ORPHA:411590	Wolfram-like syndrome	HP:0000709	WFS1
973	0.585406969271065	ORPHA:435387	Charcot-Marie-Tooth disease type 2Y	HP:0000708	VCP
973	0.585406969271065	ORPHA:75567	primary progressive freezing gait	HP:0000726	
973	0.585406969271065	ORPHA:77298	anophthalmia/microphthalmia-esophageal atresia syndrome	HP:0001249	SOX2
973	0.585406969271065	ORPHA:251046	6p22 microdeletion syndrome	HP:0001256	
973	0.585406969271065	ORPHA:100069	semantic dementia	HP:0000726	GRN,TREM2,CHMP2B,MAPT,PSEN1,TMEM106B
973	0.585406969271065	ORPHA:95720	thyroid hypoplasia	HP:0001263	PAX8,SLC26A4,TSHR
973	0.585406969271065	ORPHA:99735	myotonia permanens	HP:0001249	SCN4A
973	0.585406969271065	ORPHA:6	3-methylcrotonyl-CoA carboxylase deficiency	HP:0001257	MCCC2,MCCC1
973	0.585406969271065	ORPHA:2470	Matthew-Wood syndrome	HP:0001249	RARB,WNT7B,STRA6
973	0.585406969271065	ORPHA:482601	myopathy, distal, 5	HP:0001315	ADSS1
973	0.585406969271065	ORPHA:97240	zebra body myopathy	HP:0000473	ACTA1
973	0.585406969271065	ORPHA:466688	severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome	HP:0001263	FRMD4A
973	0.585406969271065	ORPHA:1110	aortic arch anomaly-facial dysmorphism-intellectual disability syndrome	HP:0000708	
973	0.585406969271065	ORPHA:2983	disorder of sex development-intellectual disability syndrome	HP:0001249	
973	0.585406969271065	ORPHA:238329	severe X-linked mitochondrial encephalomyopathy	HP:0000737	AIFM1
973	0.585406969271065	ORPHA:2792	otofaciocervical syndrome	HP:0001249	PAX1,EYA1
973	0.585406969271065	ORPHA:412066	PRKAR1B-related neurodegenerative dementia with intermediate filaments	HP:0000719	PRKAR1B
973	0.585406969271065	ORPHA:53351	X-linked dystonia-parkinsonism	HP:0000643	TAF1
973	0.585406969271065	ORPHA:1390	night blindness-skeletal anomalies-dysmorphism syndrome	HP:0001276	
973	0.585406969271065	ORPHA:2163	holoprosencephaly-craniosynostosis syndrome	HP:0100543	
973	0.585406969271065	ORPHA:2516	microcephaly-cardiac defect-lung malsegmentation syndrome	HP:0100543	
973	0.585406969271065	ORPHA:2900	Leri pleonosteosis	HP:0001288	
973	0.585406969271065	ORPHA:86818	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	HP:0010864	ACSL4,AMMECR1,KCNE5
973	0.585406969271065	ORPHA:98760	spinocerebellar ataxia type 8	HP:0000716	ATXN8,ATXN8OS
973	0.585406969271065	ORPHA:99429	complete androgen insensitivity syndrome	HP:0001337	AR
973	0.585406969271065	ORPHA:2958	Prieto syndrome	HP:0001249	
973	0.585406969271065	ORPHA:1824	Lowry-Wood syndrome	HP:0001249	RNU4ATAC
973	0.585406969271065	ORPHA:573	monilethrix	HP:0001249	KRT81,KRT83,KRT86,DSG4
973	0.585406969271065	ORPHA:1143	arthrogryposis multiplex congenita 2, neurogenic type	HP:0004374	ERGIC1,COL25A1,SCYL2
973	0.585406969271065	ORPHA:99027	adult-onset autosomal dominant demyelinating leukodystrophy	HP:0001251	LMNB1
973	0.585406969271065	ORPHA:71272	Sandifer syndrome	HP:0000473	
973	0.585406969271065	ORPHA:26793	very long chain acyl-CoA dehydrogenase deficiency	HP:0001254	ACADVL
973	0.585406969271065	ORPHA:101028	transaldolase deficiency	HP:0001263	TALDO1
973	0.585406969271065	ORPHA:705	Pendred syndrome	HP:0001249	KCNJ10,SLC26A4,FOXI1
973	0.585406969271065	ORPHA:85320	X-linked intellectual disability-macrocephaly-macroorchidism syndrome	HP:0002342	
973	0.585406969271065	ORPHA:73	Gorham-Stout disease	HP:0000473	
973	0.585406969271065	ORPHA:52901	hypogonadotropic hypogonadism 24 without anosmia	HP:0000458	FSHB
973	0.585406969271065	ORPHA:2662	Keipert syndrome	HP:0000708	GPC4
973	0.585406969271065	ORPHA:163966	X-linked dominant chondrodysplasia, Chassaing-Lacombe type	HP:0001256	HDAC6
973	0.585406969271065	ORPHA:93352	spondyloepimetaphyseal dysplasia, Shohat type	HP:0001288	DDRGK1
973	0.585406969271065	ORPHA:101111	spinocerebellar ataxia type 25	HP:0000317	PNPT1
973	0.585406969271065	ORPHA:254864	mitochondrial myopathy with reversible cytochrome C oxidase deficiency	HP:0001265	TRMU
973	0.585406969271065	ORPHA:2251	thumb deformity-alopecia-pigmentation anomaly syndrome	HP:0001249	
973	0.585406969271065	ORPHA:453521	autosomal recessive spinocerebellar ataxia 17	HP:0000657	CWF19L1
973	0.585406969271065	ORPHA:1778	facial dysmorphism-shawl scrotum-joint laxity syndrome	HP:0001256	
973	0.585406969271065	ORPHA:436174	cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	HP:0001270	IARS2
973	0.585406969271065	ORPHA:1300	autosomal dominant popliteal pterygium syndrome	HP:0001328	IRF6
973	0.585406969271065	ORPHA:66624	PANDAS	HP:0000712	
973	0.585406969271065	ORPHA:75389	brain malformation-congenital heart disease-postaxial polydactyly syndrome	HP:0011344	
973	0.585406969271065	ORPHA:261304	paternal 20q13.2q13.3 microdeletion syndrome	HP:0001256	
973	0.585406969271065	ORPHA:1695	non-distal trisomy 10q	HP:0100543	
973	0.585406969271065	ORPHA:91350	pituitary deficiency due to Rathke's pouch cysts	HP:0002315	
973	0.585406969271065	ORPHA:1920	toluene embryopathy	HP:0001263	
973	0.585406969271065	ORPHA:65684	monomelic amyotrophy	HP:0001337	CPLANE1,CEP126
973	0.585406969271065	ORPHA:100986	hereditary spastic paraplegia 5A	HP:0001258	CYP7B1
973	0.585406969271065	ORPHA:2145	craniosynostosis, Herrmann-Opitz type	HP:0100543	
973	0.585406969271065	ORPHA:89842	recessive dystrophic epidermolysis bullosa-generalized other	HP:0000716	COL7A1
973	0.585406969271065	ORPHA:52055	corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome	HP:0001249	IGBP1
973	0.585406969271065	ORPHA:3344	Weismann-Netter syndrome	HP:0001249	
973	0.585406969271065	ORPHA:228410	polyvalvular heart disease syndrome	HP:0001249	TAB2
973	0.585406969271065	ORPHA:98764	spinocerebellar ataxia type 27	HP:0000716	FGF14
973	0.585406969271065	ORPHA:71	chylomicron retention disease	HP:0001284	SAR1B
973	0.585406969271065	ORPHA:444490	familial chylomicronemia syndrome	HP:0000716	
973	0.585406969271065	ORPHA:79452	lymphatic malformation 1	HP:0000708	FLT4,VEGFC,GJC2
973	0.585406969271065	ORPHA:2290	microvillus inclusion disease	HP:0001263	STX3,MYO5B
973	0.585406969271065	ORPHA:779	Reynolds syndrome	HP:0002015	LBR
973	0.585406969271065	ORPHA:97	episodic ataxia type 2	HP:0000473	CACNA1A
973	0.585406969271065	ORPHA:157846	neuroferritinopathy	HP:0000643	FTL
973	0.585406969271065	ORPHA:178464	myopathy, myofibrillar, 9, with early respiratory failure	HP:0001288	TTN
973	0.585406969271065	ORPHA:261120	chromosome 14q11-q22 deletion syndrome	HP:0001256	
973	0.585406969271065	ORPHA:163971	X-linked intellectual disability, Cilliers type	HP:0000709	
973	0.585406969271065	ORPHA:98909	myofibrillar myopathy 1	HP:0002355	DES
973	0.585406969271065	ORPHA:85198	dysspondyloenchondromatosis	HP:0001249	COL2A1
973	0.585406969271065	ORPHA:424107	congenital myopathy with myasthenic-like onset	HP:0001270	RYR1
973	0.585406969271065	ORPHA:73246	visceral neuropathy-brain anomalies-facial dysmorphism-developmental delay syndrome	HP:0001263	
973	0.585406969271065	ORPHA:401768	proximal myopathy with extrapyramidal signs	HP:0001251	MICU1
973	0.585406969271065	ORPHA:2250	arhinia, choanal atresia, and microphthalmia	HP:0000458	SMCHD1
973	0.585406969271065	ORPHA:217340	chromosome 17q21.31 duplication syndrome	HP:0000717	
973	0.585406969271065	ORPHA:2714	oculo-palato-cerebral syndrome	HP:0001249	
973	0.585406969271065	ORPHA:171695	parkinsonian-pyramidal syndrome	HP:0000726	FBXO7,SNCA
973	0.585406969271065	ORPHA:2328	Kapur-Toriello syndrome	HP:0001249	
973	0.585406969271065	ORPHA:293948	1p21.3 microdeletion syndrome	HP:0000708	DPYD
973	0.585406969271065	ORPHA:1553	Curry-Jones syndrome	HP:0001249	SMO
973	0.585406969271065	ORPHA:401866	spasticity-ataxia-gait anomalies syndrome	HP:0000736	GLRX5
973	0.585406969271065	ORPHA:1806	ectodermal dysplasia-blindness syndrome	HP:0001249	
973	0.585406969271065	ORPHA:2785	autosomal recessive osteopetrosis 3	HP:0001249	CA2
973	0.585406969271065	ORPHA:289596	juvenile nasopharyngeal angiofibroma	HP:0002516	
973	0.585406969271065	ORPHA:1467	Cogan syndrome	HP:0000613	
973	0.585406969271065	ORPHA:172	progressive familial intrahepatic cholestasis	HP:0100543	
973	0.585406969271065	ORPHA:2942	postpoliomyelitis syndrome	HP:0001260	
973	0.585406969271065	ORPHA:42642	PFAPA syndrome	HP:0000708	
973	0.585406969271065	ORPHA:930	idiopathic achalasia	HP:0002015	HLA-DQA1,HLA-DQB1,NOS1,CRLF1
973	0.585406969271065	ORPHA:448237	Zika virus infectious disease	HP:0002315	
973	0.585406969271065	ORPHA:139411	Carney triad	HP:0002315	SDHA,SDHC,SDHB
973	0.585406969271065	ORPHA:1175	X-linked progressive cerebellar ataxia	HP:0001270	GJB1
973	0.585406969271065	ORPHA:168563	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome	HP:0001315	DHH
973	0.585406969271065	ORPHA:93351	spondyloepimetaphyseal dysplasia, Irapa type	HP:0001288	
973	0.585406969271065	ORPHA:263463	spondyloepiphyseal dysplasia with congenital joint dislocations	HP:0001270	CHST3
973	0.585406969271065	ORPHA:1185	spinocerebellar ataxia-dysmorphism syndrome	HP:0001263	
973	0.585406969271065	ORPHA:85167	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	HP:0000613	PCYT1A
973	0.585406969271065	ORPHA:1770	XY type gonadal dysgenesis-associated anomalies syndrome	HP:0001256	PPP2R3C
973	0.585406969271065	ORPHA:521406	hypermanganesemia with dystonia 2	HP:0001249	SLC39A14
973	0.585406969271065	ORPHA:352641	autosomal recessive cerebellar ataxia with late-onset spasticity	HP:0001256	GBA2
973	0.585406969271065	ORPHA:98870	congenital dyserythropoietic anemia type 3	HP:0002315	RACGAP1,KIF23
973	0.585406969271065	ORPHA:93314	spondylometaphyseal dysplasia, Kozlowski type	HP:0001288	TRPV4
973	0.585406969271065	ORPHA:1488	Cooper-Jabs syndrome	HP:0001249	
973	0.585406969271065	ORPHA:2863	short stature-wormian bones-dextrocardia syndrome	HP:0001257	
973	0.585406969271065	ORPHA:2050	Cole-Carpenter syndrome	HP:0001263	P4HB,CRTAP,SEC24D
973	0.585406969271065	ORPHA:466794	acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome	HP:0001256	SCYL1
973	0.585406969271065	ORPHA:2522	microcephaly-cervical spine fusion anomalies syndrome	HP:0001256	
973	0.585406969271065	ORPHA:3098	rhizomelic syndrome, Urbach type	HP:0100543	
973	0.585406969271065	ORPHA:1913	fetal trimethadione syndrome	HP:0001249	
973	0.585406969271065	ORPHA:54028	Plummer-Vinson syndrome	HP:0002015	
973	0.585406969271065	ORPHA:3191	subaortic stenosis-short stature syndrome	HP:0001249	
973	0.585406969271065	ORPHA:1166	congenital unilateral hypoplasia of depressor anguli oris	HP:0001263	
973	0.585406969271065	ORPHA:101075	Charcot-Marie-Tooth disease X-linked dominant 1	HP:0001251	GJB1
973	0.585406969271065	ORPHA:289560	neurodegeneration with brain iron accumulation 4	HP:0000708	C19orf12
973	0.585406969271065	ORPHA:95713	athyreosis	HP:0001263	NKX2-5,SLC26A4,NKX2-1,PAX8,TSHR,FOXE1
973	0.585406969271065	ORPHA:3156	Senior-Loken syndrome	HP:0001251	CEP164,CEP290,SDCCAG8,INVS,WDR19,TRAF3IP1,NPHP1,NPHP3,NPHP4,IQCB1
973	0.585406969271065	ORPHA:53721	Cobb syndrome	HP:0001347	
973	0.585406969271065	ORPHA:124	Diamond-Blackfan anemia	HP:0001254	RPS19,RPL31,RPS27,RPL15,GATA1,RPL9,RPS29,RPL26,HEATR3,RPS15A,TSR2,RPL5,RPS24,ADA2,RPS7,RPL27,RPS17,RPL11,RPS26,RPL8,RPL35,RPS20,RPL35A,RPS28,RPS10,RPL18
973	0.585406969271065	ORPHA:2073	narcolepsy-cataplexy syndrome	HP:0000738	HCRT,HLA-DQB1,HLA-DRB1,P2RY11,ZNF365,CTSH,MOG,TNFSF4
973	0.585406969271065	ORPHA:251912	pineocytoma	HP:0002131	
973	0.585406969271065	ORPHA:1839	hereditary mucoepithelial dysplasia	HP:0000613	
973	0.585406969271065	ORPHA:3162	Sezary syndrome	HP:0001337	CD28,CTLA4,TNFRSF1B
973	0.585406969271065	ORPHA:49827	thiamine-responsive megaloblastic anemia syndrome	HP:0001254	SLC19A2
973	0.585406969271065	ORPHA:2502	metaphyseal dysostosis-intellectual disability-conductive deafness syndrome	HP:0001256	
973	0.585406969271065	ORPHA:90650	otopalatodigital syndrome type 1	HP:0001256	FLNA
973	0.585406969271065	ORPHA:66625	cerebrooculonasal syndrome	HP:0001249	
973	0.585406969271065	ORPHA:1350	heart-hand syndrome type 2	HP:0001249	
973	0.585406969271065	ORPHA:370980	congenital muscular dystrophy without intellectual disability	HP:0001249	POMT1,FKTN,CRPPA,FKRP
973	0.585406969271065	ORPHA:40366	acitretin/etretinate embryopathy	HP:0012759	
973	0.585406969271065	ORPHA:1642	distal monosomy 9p	HP:0001249	
973	0.585406969271065	ORPHA:2633	mesomelic dwarfism, Nievergelt type	HP:0001249	
973	0.585406969271065	ORPHA:1702	non-distal trisomy 13q	HP:0100543	
973	0.585406969271065	ORPHA:97355	parkinsonism with dementia of Guadeloupe	HP:0000726	
973	0.585406969271065	ORPHA:2471	McDonough syndrome	HP:0001249	
973	0.585406969271065	ORPHA:137634	chromosome 17q11.2 deletion syndrome, 1.4Mb	HP:0000729	RNF135
973	0.585406969271065	ORPHA:320375	hereditary spastic paraplegia 55	HP:0001256	MTRFR
973	0.585406969271065	ORPHA:53271	Muenke syndrome	HP:0001263	FGFR3
973	0.585406969271065	ORPHA:1177	early-onset cerebellar ataxia with retained tendon reflexes	HP:0001260	
973	0.585406969271065	ORPHA:1899	Ehlers-Danlos syndrome, arthrochalasia type	HP:0002300	COL1A2,COL1A1
973	0.585406969271065	ORPHA:1790	hypomandibular faciocranial dysostosis	HP:0100543	
973	0.585406969271065	ORPHA:3085	retinitis pigmentosa-intellectual disability-deafness-hypogenitalism syndrome	HP:0001249	
973	0.585406969271065	ORPHA:276198	spinocerebellar ataxia type 36	HP:0001251	NOP56
973	0.585406969271065	ORPHA:457	autosomal recessive congenital ichthyosis 4B	HP:0100716	ABCA12
973	0.585406969271065	ORPHA:11	pentasomy X	HP:0001249	
973	0.585406969271065	ORPHA:335	congenital fibrinogen deficiency	HP:0002179	FGA,FGB,FGG
973	0.585406969271065	ORPHA:251623	pituicytoma	HP:0002315	
973	0.585406969271065	ORPHA:1742	trisomy 5p	HP:0002376	
973	0.585406969271065	ORPHA:280921	idiopathic panuveitis	HP:0000613	
973	0.585406969271065	ORPHA:1310	Caffey disease	HP:0000708	COL1A1
973	0.585406969271065	ORPHA:324964	chronic recurrent multifocal osteomyelitis	HP:0006824	
973	0.585406969271065	ORPHA:368	glycogen storage disease V	HP:0002015	PYGM
973	0.585406969271065	ORPHA:99826	Marburg hemorrhagic fever	HP:0001254	
973	0.585406969271065	ORPHA:228116	Hughes-Stovin syndrome	HP:0002315	
973	0.585406969271065	ORPHA:56305	atelosteogenesis type III	HP:0001263	FLNB
973	0.585406969271065	ORPHA:684	paramyotonia congenita of Von Eulenburg	HP:0002015	SCN4A
973	0.585406969271065	ORPHA:157954	ANE syndrome	HP:0001249	RBM28
973	0.585406969271065	ORPHA:199244	Nelson syndrome	HP:0002516	
973	0.585406969271065	ORPHA:319195	chondroectodermal dysplasia with night blindness	HP:0001288	
973	0.585406969271065	ORPHA:2316	Johnson neuroectodermal syndrome	HP:0000458	
973	0.585406969271065	ORPHA:1252	blepharonasofacial malformation syndrome	HP:0001249	
973	0.585406969271065	ORPHA:2994	short stature-craniofacial anomalies-genital hypoplasia syndrome	HP:0001249	
973	0.585406969271065	ORPHA:96179	maternal uniparental disomy of chromosome 2	HP:0001263	
973	0.585406969271065	ORPHA:513436	autosomal recessive spastic paraplegia type 78	HP:0000317	ATP13A2
973	0.585406969271065	ORPHA:2500	acrogeria	HP:0001249	COL3A1
973	0.585406969271065	ORPHA:1393	cerebrocostomandibular syndrome	HP:0001249	SNRPB
973	0.585406969271065	ORPHA:2319	Juberg-Hayward syndrome	HP:0001249	ESCO2
973	0.585406969271065	ORPHA:2884	piebaldism	HP:0001249	KIT,SNAI2
973	0.585406969271065	ORPHA:3224	deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome	HP:0001249	
973	0.585406969271065	ORPHA:314404	autosomal dominant cerebellar ataxia, deafness and narcolepsy	HP:0000716	DNMT1
973	0.585406969271065	ORPHA:577	mucolipidosis type III, alpha/beta	HP:0100543	
973	0.585406969271065	ORPHA:494	keratoderma hereditarium mutilans	HP:0100543	GJB2
973	0.585406969271065	ORPHA:93262	Crouzon syndrome-acanthosis nigricans syndrome	HP:0002076	FGFR3
973	0.585406969271065	ORPHA:320	apparent mineralocorticoid excess	HP:0001959	HSD11B2
973	0.585406969271065	ORPHA:3449	Weill-Marchesani syndrome	HP:0001256	ADAMTS17,FBN1,ADAMTS10,LTBP2
973	0.585406969271065	ORPHA:1522	craniometaphyseal dysplasia	HP:0010628	GJA1,ANKH
973	0.585406969271065	ORPHA:1590	distal monosomy 13q	HP:0001276	
973	0.585406969271065	ORPHA:34587	Danon disease	HP:0001249	LAMP2
973	0.585406969271065	ORPHA:2398	multiple symmetric lipomatosis	HP:0001288	MFN2
973	0.585406969271065	ORPHA:391	classic Hodgkin lymphoma	HP:0001251	
973	0.585406969271065	ORPHA:45448	Miyoshi myopathy	HP:0002355	DYSF
973	0.585406969271065	ORPHA:353	autosomal recessive limb-girdle muscular dystrophy type 2C	HP:0002136	SGCG
973	0.585406969271065	ORPHA:209908	childhood apraxia of speech	HP:0000729	FOXP2
973	0.585406969271065	ORPHA:2378	laurin-Sandrow syndrome	HP:0001249	LMBR1
973	0.585406969271065	ORPHA:2919	orofaciodigital syndrome V	HP:0001249	DDX59
973	0.585406969271065	ORPHA:306542	frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome	HP:0001249	ALX1
973	0.585406969271065	ORPHA:1784	acrofrontofacionasal dysostosis	HP:0010864	
973	0.585406969271065	ORPHA:88644	autosomal recessive ataxia, Beauce type	HP:0000736	SYNE1
973	0.585406969271065	ORPHA:2916	postaxial polydactyly-dental and vertebral anomalies syndrome	HP:0001347	
973	0.585406969271065	ORPHA:93357	spondyloepimetaphyseal dysplasia, sponastrime type	HP:0001288	TONSL
973	0.585406969271065	ORPHA:2715	oculorenocerebellar syndrome	HP:0001257	
973	0.585406969271065	ORPHA:99901	acyl-CoA dehydrogenase 9 deficiency	HP:0001298	ACAD9
973	0.585406969271065	ORPHA:447760	autosomal recessive complex spastic paraplegia type 9B	HP:0000750	ALDH18A1
973	0.585406969271065	ORPHA:2095	Fontaine progeroid syndrome	HP:0001256	SLC25A24
973	0.585406969271065	ORPHA:171433	intermediate nemaline myopathy	HP:0001265	ACTA1,KLHL41,NEB,TPM3
973	0.585406969271065	ORPHA:2326	Kallmann syndrome-heart disease syndrome	HP:0001249	
973	0.585406969271065	ORPHA:1516	craniofacial dyssynostosis	HP:0011344	
973	0.585406969271065	ORPHA:2180	hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome	HP:0000708	
973	0.585406969271065	ORPHA:1782	dysosteosclerosis	HP:0001249	TNFRSF11A,TCIRG1,SLC29A3
973	0.585406969271065	ORPHA:1305	Feingold syndrome	HP:0001249	
973	0.585406969271065	ORPHA:247234	sporadic adult-onset ataxia of unknown etiology	HP:0000726	
973	0.585406969271065	ORPHA:98758	spinocerebellar ataxia type 6	HP:0000643	CACNA1A
973	0.585406969271065	ORPHA:226313	congenital hypothyroidism due to maternal intake of antithyroid drugs	HP:0001254	
973	0.585406969271065	ORPHA:640	hereditary neuropathy with liability to pressure palsies	HP:0001265	PMP22
973	0.585406969271065	ORPHA:70476	vernal keratoconjunctivitis	HP:0000613	
973	0.585406969271065	ORPHA:461	recessive X-linked ichthyosis	HP:0000717	STS,FLG
973	0.585406969271065	ORPHA:53	autosomal dominant osteopetrosis 2	HP:0006824	CLCN7
973	0.585406969271065	ORPHA:97285	thyroid lymphoma	HP:0002015	
973	0.585406969271065	ORPHA:90103	Charcot-Marie-Tooth disease-hearing loss-intellectual disability syndrome	HP:0000762	
973	0.585406969271065	ORPHA:486815	congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome	HP:0000750	TRIP4
973	0.585406969271065	ORPHA:600	distal myopathy with vocal cord weakness	HP:0000726	MATR3
973	0.585406969271065	ORPHA:329478	adult-onset distal myopathy due to VCP mutation	HP:0000716	VCP
973	0.585406969271065	ORPHA:1307	split hand-foot malformation 3	HP:0002342	
973	0.585406969271065	ORPHA:228390	frontonasal dysplasia with alopecia and genital anomaly	HP:0001256	ALX4
973	0.585406969271065	ORPHA:96097	distal trisomy 5q	HP:0000750	
973	0.585406969271065	ORPHA:2673	neurofaciodigitorenal syndrome	HP:0001249	
973	0.585406969271065	ORPHA:3068	intellectual disability-myopathy-short stature-endocrine defect syndrome	HP:0010628	
973	0.585406969271065	ORPHA:3409	urban-Rogers-Meyer syndrome	HP:0001249	
973	0.585406969271065	ORPHA:2345	Klippel-Feil syndrome	HP:0004374	MEOX1,GDF3,GDF6
973	0.585406969271065	ORPHA:2282	dysmorphism-short stature-deafness-disorder of sex development syndrome	HP:0006801	
973	0.585406969271065	ORPHA:2306	isotretinoin-like syndrome	HP:0011342	
973	0.585406969271065	ORPHA:584	mucopolysaccharidosis type 7	HP:0001249	GUSB
973	0.585406969271065	ORPHA:2617	bird headed-dwarfism, Montreal type	HP:0001249	
973	0.585406969271065	ORPHA:93111	renal cysts and diabetes syndrome	HP:0001249	HNF1B
973	0.585406969271065	ORPHA:2377	Laurence-Moon syndrome	HP:0001249	PNPLA6
973	0.585406969271065	ORPHA:220295	xeroderma pigmentosum-Cockayne syndrome complex	HP:0001249	ERCC2,ERCC3,ERCC4,ERCC5
973	0.585406969271065	ORPHA:306731	Sydenham chorea	HP:0000708	
973	0.585406969271065	ORPHA:96	familial isolated deficiency of vitamin E	HP:0001251	TTPA
973	0.585406969271065	ORPHA:169189	autosomal dominant centronuclear myopathy	HP:0002194	MTMR14,BIN1,DNM2,RYR1,MYF6
973	0.585406969271065	ORPHA:100991	hereditary spastic paraplegia 10	HP:0001300	KIF5A
973	0.585406969271065	ORPHA:1716	distal trisomy 18q	HP:0001263	
973	0.585406969271065	ORPHA:217335	RIN2 syndrome	HP:0100543	RIN2
973	0.585406969271065	ORPHA:99013	hereditary spastic paraplegia 7	HP:0001260	SPG7
973	0.585406969271065	ORPHA:2549	oculoauriculovertebral spectrum with radial defects	HP:0100543	
973	0.585406969271065	ORPHA:101081	Charcot-Marie-Tooth disease type 1A	HP:0001265	PMP22
973	0.585406969271065	ORPHA:1580	distal monosomy 10p	HP:0001249	
973	0.585406969271065	ORPHA:99329	48,XYYY syndrome	HP:0000708	
973	0.585406969271065	ORPHA:171430	severe congenital nemaline myopathy	HP:0001270	ACTA1,KLHL41,LMOD3,KLHL40,NEB
973	0.585406969271065	ORPHA:293843	3MC syndrome	HP:0001249	COLEC10,MASP1,COLEC11
973	0.585406969271065	ORPHA:3079	intellectual disability, Buenos-Aires type	HP:0000613	
973	0.585406969271065	ORPHA:268249	mycophenolate mofetil embryopathy	HP:0001256	
973	0.585406969271065	ORPHA:239	Dyggve-Melchior-Clausen disease	HP:0000717	DYM
973	0.585406969271065	ORPHA:994	fetal akinesia deformation sequence 1	HP:0001262	MYOD1,GLDN,DOK7,KIF21A,TUBA1A,SLC18A3,MUSK,MAGEL2,RAPSN,NUP88
973	0.585406969271065	ORPHA:85284	BRESEK syndrome	HP:0001263	MBTPS2
973	0.585406969271065	ORPHA:352649	brain dopamine-serotonin vesicular transport disease	HP:0001251	SLC18A2
973	0.585406969271065	ORPHA:33001	lymphedema-distichiasis syndrome	HP:0000613	FOXC2
973	0.585406969271065	ORPHA:3322	Hoyeraal-Hreidarsson syndrome	HP:0001249	TINF2,PARN,DKC1,TERT,ACD,RTEL1
973	0.585406969271065	ORPHA:230	orthostatic hypotension 1	HP:0001315	DBH
973	0.585406969271065	ORPHA:2268	immunodeficiency-centromeric instability-facial anomalies syndrome	HP:0001249	DNMT3B,CDCA7,HELLS,ZBTB24,UHRF1
973	0.585406969271065	ORPHA:95719	thyroid hemiagenesis	HP:0001263	
973	0.585406969271065	ORPHA:14	abetalipoproteinemia	HP:0001251	MTTP
973	0.585406969271065	ORPHA:1296	Lambert syndrome	HP:0001249	
973	0.585406969271065	ORPHA:2596	mitochondrial myopathy with diabetes	HP:0000726	
973	0.585406969271065	ORPHA:46627	Char syndrome	HP:0001263	TFAP2B
973	0.585406969271065	ORPHA:75840	Ullrich congenital muscular dystrophy	HP:0000473	COL6A2,COL12A1,COL6A3,COL6A1
973	0.585406969271065	ORPHA:329336	adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy	HP:0001260	RRM2B,RNASEH1
973	0.585406969271065	ORPHA:1234	Bartsocas-Papas syndrome 1	HP:0001249	RIPK4
973	0.585406969271065	ORPHA:324313	9p13 microdeletion syndrome	HP:0000708	
973	0.585406969271065	ORPHA:85321	deafness-intellectual disability, Martin-Probst type syndrome	HP:0002342	
973	0.585406969271065	ORPHA:1777	temtamy syndrome	HP:0001249	C12orf57
973	0.585406969271065	ORPHA:85194	spondylo-ocular syndrome	HP:0001249	XYLT2
