Rank	Score	ORPHA_ID	Disease_Name	Matched_Phenotype	Causative_Gene
973	0.585406969271065	ORPHA:363523	hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome	HP:0000750	COG6
973	0.585406969271065	ORPHA:557003	oculocerebrodental syndrome	HP:0001328	PIK3C2A
973	0.585406969271065	ORPHA:85326	X-linked intellectual disability, Stoll type	HP:0001249	
973	0.585406969271065	ORPHA:268	autosomal recessive limb-girdle muscular dystrophy type 2B	HP:0001315	DYSF
973	0.585406969271065	ORPHA:477993	palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome	HP:0000657	KDM1A
973	0.585406969271065	ORPHA:319171	distal 17p13.1 microdeletion syndrome	HP:0001270	
973	0.585406969271065	ORPHA:292	congenital enterovirus infection	HP:0000737	
973	0.585406969271065	ORPHA:280679	moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	HP:0001263	BRCC3
973	0.585406969271065	ORPHA:488618	transketolase deficiency	HP:0000722	TKT
973	0.585406969271065	ORPHA:436245	retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	HP:0001263	RDH11
973	0.585406969271065	ORPHA:457395	progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome	HP:0000729	RSPRY1
973	0.585406969271065	ORPHA:206559	autosomal recessive limb-girdle muscular dystrophy type 2N	HP:0001263	POMT2
973	0.585406969271065	ORPHA:401923	9q31.1q31.3 microdeletion syndrome	HP:0001256	
973	0.585406969271065	ORPHA:444072	cerebellar-facial-dental syndrome	HP:0001256	BRF1
973	0.585406969271065	ORPHA:397951	microcephaly-thin corpus callosum-intellectual disability syndrome	HP:0001249	TAF2
973	0.585406969271065	ORPHA:352731	oculocutaneous albinism type 1	HP:0000613	TYR
973	0.585406969271065	ORPHA:313947	2q23.1 microduplication syndrome	HP:0000708	
973	0.585406969271065	ORPHA:449285	snakebite envenomation	HP:0002068	
973	0.585406969271065	ORPHA:370997	muscle-eye-brain disease with bilateral multicystic leucodystrophy	HP:0001344	DAG1
973	0.585406969271065	ORPHA:364577	intellectual disability-brachydactyly-Pierre Robin syndrome	HP:0001256	
973	0.585406969271065	ORPHA:477817	PMP22-RAI1 contiguous gene duplication syndrome	HP:0000708	RAI1
973	0.585406969271065	ORPHA:36238	staphylococcal necrotizing pneumonia	HP:0001254	
973	0.585406969271065	ORPHA:505248	mucopolysaccharidosis-plus syndrome	HP:0001265	VPS33A
973	0.585406969271065	ORPHA:457365	intellectual disability-muscle weakness-short stature-facial dysmorphism syndrome	HP:0000750	
973	0.585406969271065	ORPHA:370930	XYLT1-congenital disorder of glycosylation	HP:0002342	XYLT1
973	0.585406969271065	ORPHA:434179	orofaciodigital syndrome type 14	HP:0001249	C2CD3
973	0.585406969271065	ORPHA:79159	isobutyryl-CoA dehydrogenase deficiency	HP:0000750	ACAD8
973	0.585406969271065	ORPHA:228426	syndromic multisystem autoimmune disease due to ITCH deficiency	HP:0001263	ITCH
973	0.585406969271065	ORPHA:217017	Zechi-Ceide syndrome	HP:0001249	
973	0.585406969271065	ORPHA:480898	global developmental delay-visual anomalies-progressive cerebellar atrophy-truncal hypotonia syndrome	HP:0000750	EMC1
973	0.585406969271065	ORPHA:370022	ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome	HP:0000657	LAMA1
973	0.585406969271065	ORPHA:508542	congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome	HP:0001249	MYSM1
973	0.585406969271065	ORPHA:254930	combined oxidative phosphorylation defect type 7	HP:0001251	MTRFR
973	0.585406969271065	ORPHA:293707	blepharophimosis - intellectual disability syndrome, MKB type	HP:0001249	MED12
973	0.585406969271065	ORPHA:363444	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome	HP:0000750	THOC6
973	0.585406969271065	ORPHA:397973	intellectual disability-obesity-prognathism-eye and skin anomalies syndrome	HP:0000729	
973	0.585406969271065	ORPHA:75378	oligocone trichromacy	HP:0000613	
973	0.585406969271065	ORPHA:254516	motor developmental delay due to 14q32.2 paternally expressed gene defect	HP:0000750	
973	0.585406969271065	ORPHA:85332	X-linked intellectual disability-retinitis pigmentosa syndrome	HP:0001249	
973	0.585406969271065	ORPHA:2953	Ehlers-Danlos syndrome, musculocontractural type	HP:0002194	DSE,CHST14
973	0.585406969271065	ORPHA:75374	bradyopsia	HP:0000613	RGS9BP,RGS9
973	0.585406969271065	ORPHA:926	acatalasia	HP:0001300	CAT
973	0.585406969271065	ORPHA:264580	glycogen storage disease due to liver phosphorylase kinase deficiency	HP:0000750	PHKA2,PHKG2
973	0.585406969271065	ORPHA:851	Paris-Trousseau thrombocytopenia	HP:0001249	FLI1
973	0.585406969271065	ORPHA:1799	familial developmental dysphasia	HP:0002357	
973	0.585406969271065	ORPHA:79329	MGAT2-congenital disorder of glycosylation	HP:0006887	MGAT2
973	0.585406969271065	ORPHA:1014	alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome	HP:0001256	
973	0.585406969271065	ORPHA:458798	spinocerebellar ataxia type 41	HP:0002066	TRPC3
973	0.585406969271065	ORPHA:1180	ataxia-hypogonadism-choroidal dystrophy syndrome	HP:0001251	PNPLA6
973	0.585406969271065	ORPHA:268810	posterior meningocele	HP:0001276	
973	0.585406969271065	ORPHA:79320	ALG6-congenital disorder of glycosylation 1C	HP:0001263	ALG6
973	0.585406969271065	ORPHA:1179	benign paroxysmal tonic upgaze of childhood with ataxia	HP:0002131	
973	0.585406969271065	ORPHA:2085	glaucoma-sleep apnea syndrome	HP:0010535	
973	0.585406969271065	ORPHA:3057	Brunner syndrome	HP:0000708	MAOA
973	0.585406969271065	ORPHA:2266	hypotrichosis-intellectual disability, Lopes type	HP:0001249	
973	0.585406969271065	ORPHA:139450	microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome	HP:0000613	
973	0.585406969271065	ORPHA:85275	microphthalmia, syndromic 1	HP:0001256	
973	0.585406969271065	ORPHA:2579	muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome	HP:0001251	
973	0.585406969271065	ORPHA:1682	arterial dissection-lentiginosis syndrome	HP:0001269	
973	0.585406969271065	ORPHA:86816	congenital analbuminemia	HP:0011342	ALB
973	0.585406969271065	ORPHA:221120	pseudoaminopterin syndrome	HP:0001249	
973	0.585406969271065	ORPHA:369	glycogen storage disease VI	HP:0000737	PYGL
973	0.585406969271065	ORPHA:2818	spastic paraplegia-glaucoma-intellectual disability syndrome	HP:0001249	
973	0.585406969271065	ORPHA:444077	cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome	HP:0001249	AFF4
973	0.585406969271065	ORPHA:293807	ketamine-induced biliary dilatation	HP:0000738	
973	0.585406969271065	ORPHA:3350	tremor-nystagmus-duodenal ulcer syndrome	HP:0001251	
973	0.585406969271065	ORPHA:3011	spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome	HP:0002187	
973	0.585406969271065	ORPHA:435804	short stature-advanced bone age-early-onset osteoarthritis syndrome	HP:0007281	ACAN
973	0.585406969271065	ORPHA:66633	sensorineural hearing loss-early graying-essential tremor syndrome	HP:0001337	
973	0.585406969271065	ORPHA:1068	aniridia - intellectual disability syndrome	HP:0002342	
973	0.585406969271065	ORPHA:85324	syndromic X-linked intellectual disability Shrimpton type	HP:0010864	
973	0.585406969271065	ORPHA:2680	hypomyelination neuropathy-arthrogryposis syndrome	HP:0001315	LGI4,ADCY6,CNTNAP1
973	0.585406969271065	ORPHA:123	Bjornstad syndrome	HP:0001249	BCS1L
973	0.585406969271065	ORPHA:168572	Bailey-Bloch congenital myopathy	HP:0001256	STAC3
973	0.585406969271065	ORPHA:1397	hydrocephaly-cerebellar agenesis syndrome	HP:0001249	
973	0.585406969271065	ORPHA:98766	spinocerebellar ataxia type 5	HP:0001288	SPTBN2
973	0.585406969271065	ORPHA:1168	ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia	HP:0001251	APTX
973	0.585406969271065	ORPHA:2828	young-onset Parkinson disease	HP:0000713	LRRK2,PRKN,PODXL,HTRA2,PARK7,UCHL1,PINK1,DNAJC6,SNCA,SYNJ1,VPS13C
973	0.585406969271065	ORPHA:2826	spastic paraplegia-precocious puberty syndrome	HP:0001260	
973	0.585406969271065	ORPHA:219	autosomal recessive limb-girdle muscular dystrophy type 2F	HP:0002362	SGCD
973	0.585406969271065	ORPHA:85163	hypomyelinating leukodystrophy 5	HP:0001263	HYCC1
973	0.585406969271065	ORPHA:211017	spinocerebellar ataxia type 30	HP:0001260	
973	0.585406969271065	ORPHA:1383	cataract-deafness-hypogonadism syndrome	HP:0001256	
973	0.585406969271065	ORPHA:3239	deafness-vitiligo-achalasia syndrome	HP:0002353	
973	0.585406969271065	ORPHA:2997	ptosis-vocal cord paralysis syndrome	HP:0002301	
973	0.585406969271065	ORPHA:1078	thumb stiffness-brachydactyly-intellectual disability syndrome	HP:0001249	
973	0.585406969271065	ORPHA:314679	van Maldergem syndrome	HP:0001251	FAT4,DCHS1
973	0.585406969271065	ORPHA:276183	spinocerebellar ataxia type 32	HP:0002073	
973	0.585406969271065	ORPHA:2724	odontomatosis-aortae esophagus stenosis syndrome	HP:0002015	
973	0.585406969271065	ORPHA:211067	episodic ataxia type 5	HP:0001251	CACNB4
973	0.585406969271065	ORPHA:85297	X-linked spinocerebellar ataxia type 3	HP:0001251	
973	0.585406969271065	ORPHA:536471	spondylodysplastic Ehlers-Danlos syndrome	HP:0001263	
973	0.585406969271065	ORPHA:1000	ocular albinism with late-onset sensorineural deafness	HP:0000613	AP3D1
973	0.585406969271065	ORPHA:981	internal carotid agenesis	HP:0002315	
973	0.585406969271065	ORPHA:2523	microcephaly-brain defect-spasticity-hypernatremia syndrome	HP:0001257	
973	0.585406969271065	ORPHA:1659	dermatoleukodystrophy	HP:0001249	
973	0.585406969271065	ORPHA:100995	hereditary spastic paraplegia 14	HP:0001256	
973	0.585406969271065	ORPHA:494541	childhood-onset benign chorea with striatal involvement	HP:0000726	PDE10A
973	0.585406969271065	ORPHA:998	albinism-hearing loss syndrome	HP:0002167	
973	0.585406969271065	ORPHA:73267	non-24-hour sleep-wake syndrome	HP:0000716	
973	0.585406969271065	ORPHA:3448	Weaver-Williams syndrome	HP:0002342	
973	0.585406969271065	ORPHA:101004	hereditary spastic paraplegia 24	HP:0001257	
973	0.585406969271065	ORPHA:2155	Hirschsprung disease-hearing loss-polydactyly syndrome	HP:0001249	
973	0.585406969271065	ORPHA:2400	peripheral motor neuropathy-dysautonomia syndrome	HP:0001265	
973	0.585406969271065	ORPHA:85292	X-linked spinocerebellar ataxia type 4	HP:0000726	
973	0.585406969271065	ORPHA:1123	caudal appendage-deafness syndrome	HP:0001249	
973	0.585406969271065	ORPHA:370091	oculocutaneous albinism type 5	HP:0000613	
973	0.585406969271065	ORPHA:370097	oculocutaneous albinism type 6	HP:0000613	SLC24A5
973	0.585406969271065	ORPHA:487825	Pierpont syndrome	HP:0001249	TBL1XR1
973	0.585406969271065	ORPHA:370103	torsion dystonia 17	HP:0000473	
973	0.585406969271065	ORPHA:1724	mosaic trisomy 20	HP:0000750	
973	0.585406969271065	ORPHA:209905	brain-lung-thyroid syndrome	HP:0000722	NKX2-1
973	0.585406969271065	ORPHA:1910	fetal iodine syndrome	HP:0001249	
973	0.585406969271065	ORPHA:228169	striatal degeneration, autosomal dominant	HP:0001260	PDE8B
973	0.585406969271065	ORPHA:2865	short stature-webbed neck-heart disease syndrome	HP:0001249	
973	0.585406969271065	ORPHA:79324	ALG12-congenital disorder of glycosylation	HP:0100543	ALG12
973	0.585406969271065	ORPHA:3232	deafness-ear malformation-facial palsy syndrome	HP:0010628	
973	0.585406969271065	ORPHA:2821	spastic paraplegia-neuropathy-poikiloderma syndrome	HP:0002064	
973	0.585406969271065	ORPHA:171607	hereditary spastic paraplegia 34	HP:0001347	
973	0.585406969271065	ORPHA:464440	dystonia 27	HP:0002345	COL6A3
973	0.585406969271065	ORPHA:3115	Roussy-Levy syndrome	HP:0001265	PMP22,MPZ
973	0.585406969271065	ORPHA:401780	hereditary spastic paraplegia 61	HP:0001257	ARL6IP1
973	0.585406969271065	ORPHA:1375	cataract-hypertrichosis-intellectual disability syndrome	HP:0001249	
973	0.585406969271065	ORPHA:98769	spinocerebellar ataxia type 15/16	HP:0001251	ITPR1
973	0.585406969271065	ORPHA:357043	amyotrophic lateral sclerosis type 4	HP:0001258	SETX
973	0.585406969271065	ORPHA:2435	hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome	HP:0001249	
973	0.585406969271065	ORPHA:171851	MEDNIK syndrome	HP:0001249	AP1B1,AP1S1
973	0.585406969271065	ORPHA:1484	contractures-ectodermal dysplasia-cleft lip/palate syndrome	HP:0001263	
973	0.585406969271065	ORPHA:88629	blue color blindness	HP:0000613	OPN1SW
973	0.585406969271065	ORPHA:1911	cocaine embryofetopathy	HP:0001276	
973	0.585406969271065	ORPHA:83465	narcolepsy without cataplexy	HP:0000708	HCRT,HLA-DQB1,HLA-DRB1,ZNF365
973	0.585406969271065	ORPHA:411777	generalized eruptive keratoacanthoma	HP:0002015	
973	0.585406969271065	ORPHA:2271	congenital ichthyosis-microcephalus-tetraplegia syndrome	HP:0001347	
973	0.585406969271065	ORPHA:2274	ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome	HP:0000726	
973	0.585406969271065	ORPHA:2866	short stature-deafness-neutrophil dysfunction-dysmorphism syndrome	HP:0002300	
973	0.585406969271065	ORPHA:79493	Brooke-Spiegler syndrome	HP:0010628	CYLD
973	0.585406969271065	ORPHA:101007	hereditary spastic paraplegia 27	HP:0001258	
973	0.585406969271065	ORPHA:86820	familial avascular necrosis of femoral head	HP:0007311	COL2A1,TRPV4
973	0.585406969271065	ORPHA:3074	intellectual disability-short stature-hypertelorism syndrome	HP:0001249	
973	0.585406969271065	ORPHA:401800	autosomal recessive spastic paraplegia type 60	HP:0001256	WDR48
973	0.585406969271065	ORPHA:1878	autosomal recessive limb-girdle muscular dystrophy type 2H	HP:0001288	TRIM32
973	0.585406969271065	ORPHA:2871	Pfeiffer-Palm-Teller syndrome	HP:0001249	
973	0.585406969271065	ORPHA:295036	congenital patella dislocation	HP:0002355	
973	0.585406969271065	ORPHA:2776	autosomal recessive distal osteolysis syndrome	HP:0001256	
973	0.585406969271065	ORPHA:139480	hereditary spastic paraplegia 39	HP:0001258	PNPLA6
973	0.585406969271065	ORPHA:306686	carbon monoxide-induced parkinsonism	HP:0000708	
973	0.585406969271065	ORPHA:284282	autosomal recessive spinocerebellar ataxia 12	HP:0000750	WWOX
973	0.585406969271065	ORPHA:2375	laryngeal abductor paralysis-intellectual disability syndrome	HP:0001270	
973	0.585406969271065	ORPHA:3177	corneal-cerebellar syndrome	HP:0001251	
973	0.585406969271065	ORPHA:401849	hereditary spastic paraplegia 72	HP:0002063	REEP2
973	0.585406969271065	ORPHA:2278	ichthyosis-intellectual disability-dwarfism-renal impairment syndrome	HP:0001249	
973	0.585406969271065	ORPHA:1891	intellectual disability-spasticity-ectrodactyly syndrome	HP:0001249	
973	0.585406969271065	ORPHA:1215	autosomal dominant optic atrophy plus syndrome	HP:0000762	OPA1
973	0.585406969271065	ORPHA:16	blue cone monochromacy	HP:0000613	OPN1MW,OPN1LW
973	0.585406969271065	ORPHA:98806	torsion dystonia 6	HP:0000473	THAP1
973	0.585406969271065	ORPHA:329466	dystonia 25	HP:0000473	GNAL
973	0.585406969271065	ORPHA:93311	multiple epiphyseal dysplasia type 5	HP:0001288	MATN3
973	0.585406969271065	ORPHA:401805	hereditary spastic paraplegia 63	HP:0001257	AMPD2
973	0.585406969271065	ORPHA:3199	Stimmler syndrome	HP:0001251	
973	0.585406969271065	ORPHA:401810	hereditary spastic paraplegia 64	HP:0000718	ENTPD1
973	0.585406969271065	ORPHA:868	triosephosphate isomerase deficiency	HP:0000762	TPI1
973	0.585406969271065	ORPHA:2301	congenital short bowel syndrome	HP:0100543	FLNA,CLMP
973	0.585406969271065	ORPHA:100997	hereditary spastic paraplegia 16	HP:0001256	
973	0.585406969271065	ORPHA:2045	FLOTCH syndrome	HP:0000613	
973	0.585406969271065	ORPHA:1178	ataxia-tapetoretinal degeneration syndrome	HP:0001251	
973	0.585406969271065	ORPHA:2819	spastic paraplegia-facial-cutaneous lesions syndrome	HP:0001257	
973	0.585406969271065	ORPHA:2246	cerebellar hypoplasia-tapetoretinal degeneration syndrome	HP:0001251	
973	0.585406969271065	ORPHA:26137	juvenile temporal arteritis	HP:0002315	
973	0.585406969271065	ORPHA:2589	myoclonus-cerebellar ataxia-deafness syndrome	HP:0001260	
973	0.585406969271065	ORPHA:231720	non-acquired combined pituitary hormone deficiency with spine abnormalities	HP:0012287	LHX3
973	0.585406969271065	ORPHA:2921	preaxial polydactyly-colobomata-intellectual disability syndrome	HP:0001249	
973	0.585406969271065	ORPHA:231445	paraparetic variant of Guillain-Barre syndrome	HP:0001284	
973	0.585406969271065	ORPHA:1665	sporadic fetal brain disruption sequence	HP:0001257	
973	0.585406969271065	ORPHA:101108	spinocerebellar ataxia type 23	HP:0001260	PDYN
973	0.585406969271065	ORPHA:91416	isolated congenital alacrima	HP:0000613	
973	0.585406969271065	ORPHA:99944	autosomal dominant Charcot-Marie-Tooth disease type 2K	HP:0000762	GDAP1
973	0.585406969271065	ORPHA:2840	pelvic dysplasia-arthrogryposis of lower limbs syndrome	HP:0001288	
973	0.585406969271065	ORPHA:2891	pili torti-developmental delay-neurological abnormalities syndrome	HP:0001251	
973	0.585406969271065	ORPHA:929	achalasia microcephaly syndrome	HP:0001249	
973	0.585406969271065	ORPHA:306734	dystonia 21	HP:0000473	
973	0.585406969271065	ORPHA:41	dyschromatosis symmetrica hereditaria	HP:0001304	ADAR
973	0.585406969271065	ORPHA:1149	arthrogryposis-like syndrome	HP:0001288	FKBP10
973	0.585406969271065	ORPHA:2157	histidinemia	HP:0000708	HAL
973	0.585406969271065	ORPHA:1867	bullous dystrophy, macular type	HP:0001256	
973	0.585406969271065	ORPHA:1226	Bamforth-Lazarus syndrome	HP:0001249	FOXE1
973	0.585406969271065	ORPHA:396	chronic hiccup	HP:0000716	
973	0.585406969271065	ORPHA:166002	multiple epiphyseal dysplasia due to collagen 9 anomaly	HP:0002515	COL9A1,COL9A2,COL9A3
973	0.585406969271065	ORPHA:99657	torsion dystonia 2	HP:0000473	HPCA
973	0.585406969271065	ORPHA:401835	autosomal recessive spastic paraplegia type 70	HP:0001256	MARS1
973	0.585406969271065	ORPHA:209981	IRIDA syndrome	HP:0001249	TMPRSS6
973	0.585406969271065	ORPHA:157215	hereditary hypophosphatemic rickets with hypercalciuria	HP:0002515	SLC34A1,SLC34A3
973	0.585406969271065	ORPHA:71518	benign paroxysmal torticollis of infancy	HP:0000473	CACNA1A
973	0.585406969271065	ORPHA:401953	episodic ataxia type 8	HP:0001260	
973	0.585406969271065	ORPHA:64752	hereditary sensory and autonomic neuropathy type 5	HP:0001256	NTRK1,NGF
973	0.585406969271065	ORPHA:69736	bilateral acute depigmentation of the iris	HP:0000613	
973	0.585406969271065	ORPHA:2172	microcephaly-glomerulonephritis-marfanoid habitus syndrome	HP:0002342	
973	0.585406969271065	ORPHA:156728	spondyloepimetaphyseal dysplasia, matrilin-3 type	HP:0002515	MATN3
973	0.585406969271065	ORPHA:210128	urocanic aciduria	HP:0001251	UROC1
973	0.585406969271065	ORPHA:1021	amaurosis-hypertrichosis syndrome	HP:0000613	
973	0.585406969271065	ORPHA:71267	dentinogenesis imperfecta-short stature-hearing loss-intellectual disability syndrome	HP:0001256	
973	0.585406969271065	ORPHA:100084	middle ear neuroendocrine tumor	HP:0002315	
973	0.585406969271065	ORPHA:293168	infantile-onset ascending hereditary spastic paralysis	HP:0001257	ALS2
973	0.585406969271065	ORPHA:2015	cleft palate-short stature-vertebral anomalies syndrome	HP:0001249	
973	0.585406969271065	ORPHA:401795	autosomal recessive spastic paraplegia type 59	HP:0001249	USP8
973	0.585406969271065	ORPHA:1277	brachydactyly-mesomelia-intellectual disability-heart defects syndrome	HP:0100543	
973	0.585406969271065	ORPHA:420485	dystonia 24	HP:0000473	ANO3
973	0.585406969271065	ORPHA:2608	N syndrome	HP:0001249	
973	0.585406969271065	ORPHA:1006	alopecia antibody deficiency	HP:0002167	
973	0.585406969271065	ORPHA:94122	Cayman type cerebellar ataxia	HP:0001260	ATCAY
973	0.585406969271065	ORPHA:98767	spinocerebellar ataxia type 11	HP:0001260	TTBK2
973	0.585406969271065	ORPHA:1538	craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome	HP:0001249	
973	0.585406969271065	ORPHA:33208	idiopathic hypersomnia	HP:0001262	
973	0.585406969271065	ORPHA:3434	MMEP syndrome	HP:0001249	
973	0.585406969271065	ORPHA:1261	Bonnemann-Meinecke-Reich syndrome	HP:0001256	
973	0.585406969271065	ORPHA:423296	spinocerebellar ataxia type 38	HP:0000708	ELOVL5
973	0.585406969271065	ORPHA:209970	episodic ataxia type 7	HP:0001260	
973	0.585406969271065	ORPHA:1067	aniridia-ptosis-intellectual disability-familial obesity syndrome	HP:0001249	
973	0.585406969271065	ORPHA:85162	facial onset sensory and motor neuronopathy	HP:0001260	
973	0.585406969271065	ORPHA:2802	X-linked sideroblastic anemia with ataxia	HP:0001251	ABCB7
973	0.585406969271065	ORPHA:1429	choreatic disease	HP:0001288	NKX2-1,ADCY5
973	0.585406969271065	ORPHA:2035	filarial elephantiasis	HP:0008763	
973	0.585406969271065	ORPHA:99940	Charcot-Marie-Tooth disease axonal type 2F	HP:0001315	HSPB1
973	0.585406969271065	ORPHA:85327	X-linked intellectual disability-acromegaly-hyperactivity syndrome	HP:0000718	
973	0.585406969271065	ORPHA:98902	nemaline myopathy 5	HP:0001249	TNNT1
973	0.585406969271065	ORPHA:85287	syndromic X-linked intellectual disability Siderius type	HP:0001256	PHF8
973	0.585406969271065	ORPHA:209004	axonal polyneuropathy associated with IgG/IgM/IgA monoclonal gammopathy	HP:0007240	
973	0.585406969271065	ORPHA:2489	upper limb defect-eye and ear abnormalities syndrome	HP:0001263	
973	0.585406969271065	ORPHA:98765	spinocerebellar ataxia type 4	HP:0001251	PLEKHG4
973	0.585406969271065	ORPHA:2521	microcephaly-cleft palate syndrome	HP:0001249	
973	0.585406969271065	ORPHA:1779	dysmorphism-cleft palate-loose skin syndrome	HP:0001249	
973	0.585406969271065	ORPHA:93308	multiple epiphyseal dysplasia type 1	HP:0001288	COMP
973	0.585406969271065	ORPHA:85273	syndromic X-linked intellectual disability Abidi type	HP:0001249	
973	0.585406969271065	ORPHA:2201	palmoplantar keratoderma-spastic paralysis syndrome	HP:0001257	
973	0.585406969271065	ORPHA:2572	spastic ataxia-corneal dystrophy syndrome	HP:0001251	
973	0.585406969271065	ORPHA:79136	episodic ataxia type 4	HP:0001251	
973	0.585406969271065	ORPHA:1174	cerebellar ataxia-ectodermal dysplasia syndrome	HP:0001251	
973	0.585406969271065	ORPHA:2499	metachondromatosis	HP:0006824	PTPN11
973	0.585406969271065	ORPHA:280397	familial Alzheimer-like prion disease	HP:0000708	PRNP
973	0.585406969271065	ORPHA:90673	hypothyroidism due to TSH receptor mutations	HP:0002360	TSHR
973	0.585406969271065	ORPHA:79094	grange syndrome	HP:0001328	YY1AP1
973	0.585406969271065	ORPHA:209943	IRVAN syndrome	HP:0000613	
973	0.585406969271065	ORPHA:1873	Jalili syndrome	HP:0000613	CNNM4
973	0.585406969271065	ORPHA:95717	idiopathic congenital hypothyroidism	HP:0001263	
973	0.585406969271065	ORPHA:251643	myxopapillary ependymoma	HP:0002315	
973	0.585406969271065	ORPHA:1705	distal trisomy 14q	HP:0100543	
973	0.585406969271065	ORPHA:2820	spastic paraplegia-nephritis-deafness syndrome	HP:0001249	
973	0.585406969271065	ORPHA:238606	primary orthostatic tremor	HP:0001337	
973	0.585406969271065	ORPHA:314034	7p22.1 microduplication syndrome	HP:0000750	
973	0.585406969271065	ORPHA:2571	X-linked immunoneurologic disorder	HP:0001276	
973	0.585406969271065	ORPHA:3151	multiple sclerosis-ichthyosis-factor VIII deficiency syndrome	HP:0001251	
973	0.585406969271065	ORPHA:760	purine nucleoside phosphorylase deficiency	HP:0000708	PNP
973	0.585406969271065	ORPHA:57145	SUNCT syndrome	HP:0000613	
973	0.585406969271065	ORPHA:178400	distal myopathy with anterior tibial onset	HP:0003438	DYSF
973	0.585406969271065	ORPHA:603	distal myopathy, Welander type	HP:0002312	SQSTM1,TIA1
973	0.585406969271065	ORPHA:399096	Miyoshi muscular dystrophy 3	HP:0002355	ANO5
973	0.585406969271065	ORPHA:34516	autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6)	HP:0001260	DNAJB6
973	0.585406969271065	ORPHA:2793	otoonychoperoneal syndrome	HP:0001256	
973	0.585406969271065	ORPHA:96190	paternal uniparental disomy of chromosome 5	HP:0001263	
973	0.585406969271065	ORPHA:2003	cleft lip/palate-deafness-sacral lipoma syndrome	HP:0001251	
973	0.585406969271065	ORPHA:330054	congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome	HP:0001263	GFER
973	0.585406969271065	ORPHA:50811	lipodystrophy-intellectual disability-deafness syndrome	HP:0001249	
973	0.585406969271065	ORPHA:2057	blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome	HP:0000458	
973	0.585406969271065	ORPHA:101008	hereditary spastic paraplegia 28	HP:0001347	DDHD1
973	0.585406969271065	ORPHA:101005	hereditary spastic paraplegia 25	HP:0001258	
973	0.585406969271065	ORPHA:3216	conductive deafness-malformed external ear syndrome	HP:0001263	
973	0.585406969271065	ORPHA:494526	infantile-onset generalized dyskinesia with orofacial involvement	HP:0001260	PDE10A
973	0.585406969271065	ORPHA:401785	hereditary spastic paraplegia 62	HP:0001260	ERLIN1
973	0.585406969271065	ORPHA:401840	autosomal recessive spastic paraplegia type 71	HP:0001256	ZFR
973	0.585406969271065	ORPHA:401830	autosomal recessive spastic paraplegia type 69	HP:0001256	RAB3GAP2
973	0.585406969271065	ORPHA:308	Unverricht-Lundborg syndrome	HP:0000726	CSTB,PRICKLE1,SCARB2
973	0.585406969271065	ORPHA:91131	DK1-congenital disorder of glycosylation	HP:0100543	DOLK
973	0.585406969271065	ORPHA:2090	GMS syndrome	HP:0001249	
973	0.585406969271065	ORPHA:2074	Gemignani syndrome	HP:0001249	
973	0.585406969271065	ORPHA:1368	cataract-ataxia-deafness syndrome	HP:0000762	
973	0.585406969271065	ORPHA:231632	ectopic aldosterone-producing tumor	HP:0002315	
973	0.585406969271065	ORPHA:284271	autosomal recessive spinocerebellar ataxia 11	HP:0001249	SYT14
973	0.585406969271065	ORPHA:2743	ophthalmoplegia-intellectual disability-lingua scrotalis syndrome	HP:0001249	
973	0.585406969271065	ORPHA:137935	laryngotracheal angioma	HP:0000750	
973	0.585406969271065	ORPHA:141333	Biemond syndrome type 2	HP:0001249	
973	0.585406969271065	ORPHA:95715	congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	HP:0001263	
973	0.585406969271065	ORPHA:31	oxoglutaricaciduria	HP:0001251	OGDH
973	0.585406969271065	ORPHA:97286	Carney-Stratakis syndrome	HP:0002015	SDHC,SDHA,SDHD,SDHB
973	0.585406969271065	ORPHA:99736	acetazolamide-responsive myotonia	HP:0001276	SCN4A
973	0.585406969271065	ORPHA:757	pseudohypoaldosteronism type 2	HP:0003768	
973	0.585406969271065	ORPHA:67047	3-methylglutaconic aciduria type 3	HP:0001249	OPA3,MICOS13
973	0.585406969271065	ORPHA:2815	spastic paraparesis-deafness syndrome	HP:0001251	
